_id,Date,Rain,Temp Max,Temp Min
280,1951-07-10T00:00:00,0,33.77000046,21.92000008
281,1951-08-10T00:00:00,0.560979426,34,22.20000076
282,1951-09-10T00:00:00,0,32.95000076,22.45999908
283,1951-10-10T00:00:00,0,33.83000183,22.29999924
284,1951-11-10T00:00:00,0,33.72999954,22.87999916
285,1951-12-10T00:00:00,0,33.56000137,22.59000015
286,1951-10-13T00:00:00,0,33.45999908,22.98999977
287,1951-10-14T00:00:00,0,33.93000031,23.22999954
288,1951-10-15T00:00:00,3.753964663,33.43000031,22.68000031
289,1951-10-16T00:00:00,9.548134804,33.70000076,21.79000092
290,1951-10-17T00:00:00,0,32.13000107,21.98999977
291,1951-10-18T00:00:00,3.36101079,32.88999939,22.81999969
292,1951-10-19T00:00:00,0,31.56999969,22.98999977
293,1951-10-20T00:00:00,0.183236241,32.83000183,22.77000046
294,1951-10-21T00:00:00,1.771438241,32.97999954,21.43000031
295,1951-10-22T00:00:00,0,33.52999878,21.53000069
296,1951-10-23T00:00:00,0,33.79000092,21.75
297,1951-10-24T00:00:00,3.542876482,33.86999893,21.64999962
298,1951-10-25T00:00:00,0,33.95000076,19.98999977
299,1951-10-26T00:00:00,0,32.83000183,19.37000084
300,1951-10-27T00:00:00,0,32.25,20.48999977
301,1951-10-28T00:00:00,0,31.54000092,21.5
302,1951-10-29T00:00:00,17.09776497,31.81999969,21.54000092
303,1951-10-30T00:00:00,0,32.22999954,20.48999977
304,1951-10-31T00:00:00,0,32.47000122,21.37000084
305,1951-01-11T00:00:00,0,31.19000053,21.18000031
306,1951-02-11T00:00:00,0,31.07999992,21.65999985
307,1951-03-11T00:00:00,0,31.15999985,21.87999916
308,1951-04-11T00:00:00,0,31.06999969,21.62000084
309,1951-05-11T00:00:00,0,31,21.20000076
310,1951-06-11T00:00:00,0,30.96999931,21.12999916
311,1951-07-11T00:00:00,0,30.98999977,21.57999992
312,1951-08-11T00:00:00,0,31.12999916,21.79000092
313,1951-09-11T00:00:00,0,31.27000046,21.65999985
314,1951-10-11T00:00:00,0,31.86000061,18.60000038
315,1951-11-11T00:00:00,0,31.18000031,17.36000061
316,1951-12-11T00:00:00,0,30.46999931,16.45999908
317,1951-11-13T00:00:00,0,29.84000015,16.21999931
318,1951-11-14T00:00:00,0,29.54999924,15.17000008
319,1951-11-15T00:00:00,0,30.25,15.72999954
320,1951-11-16T00:00:00,0,30.17000008,15.84000015
321,1951-11-17T00:00:00,0,29.44000053,15.88000011
322,1951-11-18T00:00:00,0,29.94000053,17.56999969
323,1951-11-19T00:00:00,0,30.56999969,19.67000008
324,1951-11-20T00:00:00,0,31.60000038,20.60000038
325,1951-11-21T00:00:00,0,32,21.25
326,1951-11-22T00:00:00,0,31.62999916,21.39999962
327,1951-11-23T00:00:00,0,32.00999832,19.55999947
328,1951-11-24T00:00:00,0,30.68000031,15.60999966
329,1951-11-25T00:00:00,0,30.19000053,15.77999973
330,1951-11-26T00:00:00,0,31.87000084,16.07999992
331,1951-11-27T00:00:00,0,32.31000137,18.70000076
332,1951-11-28T00:00:00,0,31.42000008,17.88999939
333,1951-11-29T00:00:00,0,31.22999954,17.19000053
334,1951-11-30T00:00:00,0,30.42000008,16.57999992
335,1951-01-12T00:00:00,0,30.14999962,16.20999908
336,1951-02-12T00:00:00,0,30.12000084,16.07999992
337,1951-03-12T00:00:00,0,29.79999924,15.35999966
338,1951-04-12T00:00:00,0,28.45999908,14.76000023
339,1951-05-12T00:00:00,0,28.12000084,12.72000027
340,1951-06-12T00:00:00,0,27.71999931,11.90999985
341,1951-07-12T00:00:00,0,27.64999962,12.72999954
342,1951-08-12T00:00:00,0,28.54000092,13.81000042
343,1951-09-12T00:00:00,0,28.57999992,12.17000008
344,1951-10-12T00:00:00,0,28.25,13.55000019
345,1951-11-12T00:00:00,0,29.61000061,12.89000034
346,1951-12-12T00:00:00,0,29.57999992,12.71000004
347,1951-12-13T00:00:00,0,29.70000076,12.52999973
348,1951-12-14T00:00:00,0,30.14999962,15.75
349,1951-12-15T00:00:00,0,30.38999939,16.87000084
350,1951-12-16T00:00:00,0,29.98999977,18
351,1951-12-17T00:00:00,0,29.88999939,17.19000053
352,1951-12-18T00:00:00,0,29.84000015,16.17000008
353,1951-12-19T00:00:00,0,29.68000031,15.43000031
354,1951-12-20T00:00:00,0,29.71999931,15.35000038
355,1951-12-21T00:00:00,0,29.71999931,14.43000031
356,1951-12-22T00:00:00,0,28.55999947,13.30000019
357,1951-12-23T00:00:00,0,27.75,12.18000031
358,1951-12-24T00:00:00,0,27.19000053,11.75
359,1951-12-25T00:00:00,0,27.56999969,12.51000023
360,1951-12-26T00:00:00,0,28.75,15.36999989
361,1951-12-27T00:00:00,0,28.56999969,15.02999973
362,1951-12-28T00:00:00,0,28.79999924,15.01000023
363,1951-12-29T00:00:00,0,28.77000046,15.06999969
364,1951-12-30T00:00:00,0,28.93000031,15.17000008
365,1951-12-31T00:00:00,0,28.95000076,15.30000019
366,1952-01-01T00:00:00,0,28.88999939,15.14999962
367,1952-02-01T00:00:00,0,28.78000069,15.10000038
368,1952-03-01T00:00:00,0,28.60000038,15.03999996
369,1952-04-01T00:00:00,0,28.71999931,14.92000008
370,1952-05-01T00:00:00,0,28.89999962,15.02999973
371,1952-06-01T00:00:00,0,29,15.31999969
372,1952-07-01T00:00:00,0,28.88999939,15.27999973
373,1952-08-01T00:00:00,0,29.52000046,17.37000084
374,1952-09-01T00:00:00,0,30.88999939,17.01000023
375,1952-10-01T00:00:00,0,31.44000053,17.51000023
376,1952-11-01T00:00:00,0,31.57999992,17.02000046
377,1952-12-01T00:00:00,0,31.5,17.61000061
378,1952-01-13T00:00:00,0,31.53000069,14.53999996
379,1952-01-14T00:00:00,0,30.79999924,13.22999954
380,1952-01-15T00:00:00,0,31.54000092,14.59000015
381,1952-01-16T00:00:00,0,32.72999954,14.98999977
382,1952-01-17T00:00:00,0,32.5,14.73999977
383,1952-01-18T00:00:00,0,31.51000023,14.81999969
384,1952-01-19T00:00:00,0,31.29000092,14.13000011
385,1952-01-20T00:00:00,0,30.73999977,13.02999973
386,1952-01-21T00:00:00,0,30.04000092,13.27999973
387,1952-01-22T00:00:00,0,29.90999985,14.39999962
388,1952-01-23T00:00:00,0,29.96999931,14.44999981
389,1952-01-24T00:00:00,0,29.40999985,15.67000008
390,1952-01-25T00:00:00,0,29.87999916,15.10999966
391,1952-01-26T00:00:00,0,29.35000038,15.43999958
392,1952-01-27T00:00:00,0,28.80999947,14.56000042
393,1952-01-28T00:00:00,0,29.68000031,13.56000042
394,1952-01-29T00:00:00,0,28.26000023,14.67000008
395,1952-01-30T00:00:00,0,28.28000069,13.81999969
396,1952-01-31T00:00:00,0,29.78000069,15.67000008
397,1952-01-02T00:00:00,0,29.45999908,15.15999985
398,1952-02-02T00:00:00,0,29.23999977,15.86999989
399,1952-03-02T00:00:00,0,28.29000092,16.23999977
400,1952-04-02T00:00:00,0,30.22999954,15.69999981
401,1952-05-02T00:00:00,0,32.18000031,17.43000031
402,1952-06-02T00:00:00,0,32.36000061,18.81999969
403,1952-07-02T00:00:00,0,32.54000092,19.78000069
404,1952-08-02T00:00:00,0,32.50999832,20.04000092
405,1952-09-02T00:00:00,0,32.13999939,18.92000008
406,1952-10-02T00:00:00,0,30.32999992,18.44000053
407,1952-11-02T00:00:00,0,31.29999924,17.79000092
408,1952-12-02T00:00:00,0,32.06000137,18.70999908
409,1952-02-13T00:00:00,0,32.95999908,19.30999947
410,1952-02-14T00:00:00,0,33.43000031,19.21999931
411,1952-02-15T00:00:00,0,33.65000153,17.48999977
412,1952-02-16T00:00:00,0,33.97999954,17.76000023
413,1952-02-17T00:00:00,0,33.27999878,17.81999969
414,1952-02-18T00:00:00,0,33.68999863,17
415,1952-02-19T00:00:00,0,33.88000107,20.40999985
416,1952-02-20T00:00:00,0,34.29000092,19.44000053
417,1952-02-21T00:00:00,0,33.91999817,20.89999962
